x,y,z,energy
18128,336,4592,18703.5757
13920,1824,4848,14852.4907
15904,640,5888,16971.01529
15328,2288,5360,16398.54042
16224,1056,5216,17074.54152
18240,1664,5872,19234.00322
13552,2400,2592,14004.8266
16112,2512,4864,17016.61494
15024,1728,4912,15900.76426
16656,0,5520,17546.87254
20736,-368,4896,21309.33917
15456,1360,3568,15920.6834
15984,2608,4832,16900.83264
15072,2272,4592,15918.97082
16240,1200,4896,17004.36462
16432,3776,5920,17869.39283
13840,2608,3056,14411.32888
20032,1184,4672,20603.65172
15232,1472,4560,15967.91182
15392,880,6224,16626.07109
15456,2096,5648,16588.5821
16352,736,5968,17422.58947
20336,112,5104,20967.02783
14208,1904,4752,15102.11853
15680,-368,3712,16117.59188
14096,1552,4896,15002.55765
15952,288,5488,16872.08914
15248,1472,5088,16141.74811
16720,352,4848,17412.22008
13360,80,3776,13883.59377
18496,288,4288,18988.73097
18976,768,5040,19648.91855
17200,1216,4768,17890.01062
16736,-64,4480,17325.36268
15232,1248,3968,15789.75465
18352,1664,4576,18986.95805
12768,1312,3072,13197.74041
20320,688,5520,21067.65635
14080,480,4720,14857.83295
14512,-2416,3920,15225.03202
15456,2336,5184,16468.71847
13872,-624,5328,14873.10808
17824,960,5824,18775.93012
18896,992,5760,19779.29422
11904,336,3056,12294.60239
18576,-1328,5568,19437.95216
12896,-464,5776,14138.04399
16160,464,5104,16953.22129
14896,-1664,3792,15460.88536
16256,2208,6320,17580.53469
18288,1056,6816,19545.43261
20656,240,4880,21225.98257
13568,816,4384,14282.01442
15264,-992,6096,16466.17673
18784,912,4352,19303.11643
17168,512,7776,18853.87345
14352,-704,6208,15652.94809
16624,1808,5344,17555.18658
11904,928,1936,12096.05291
17344,-640,5184,18113.46991
14096,1920,4448,14905.3118
16288,-480,5520,17204.64309
19248,1504,4016,19719.93347
13568,1840,3664,14173.95922
20208,-320,3712,20548.59139
16048,1200,4816,16797.98083
16976,1968,5808,18049.66659
14848,912,4768,15621.41709
14992,-992,5104,15868.0479
14960,2320,6048,16302.21776
16480,-768,6192,17621.60855
12336,16,2256,12540.60158
13504,880,5168,14485.87726
15440,-896,6336,16713.50687
20528,960,6640,21596.52713
10592,2512,4144,11647.89011
19440,832,2464,19613.1874
18144,2032,1248,18300.03454
17536,672,480,17555.43449
15824,-1104,2240,16019.84369
15936,1104,3984,16463.5102
19216,784,4800,19821.94017
14256,-512,3392,14662.92413
16080,1504,5152,16952.03587
15808,-656,5744,16832.01521
17248,2016,8544,19353.49312
16752,1520,5968,17848.16315
17824,64,3968,18260.45169
13472,1088,4432,14223.964
14688,-1280,5696,15805.70024
16448,1104,6752,17814.18042
19744,-240,5248,20430.97257
12128,-816,2832,12480.96407
17200,1344,4944,17946.85131
12912,-1632,1936,13157.9354
19568,1008,10192,22086.18464
14832,64,4496,15498.59142
18176,-1584,6576,19393.8085
19872,1088,5232,20577.99679
19152,608,6384,20197.13405
16816,-400,5648,17743.66817
20112,-304,5904,20962.87614
19856,448,6000,20747.56468
17696,-96,7184,19098.88709
16880,-416,5120,17644.31512
16368,-1392,5888,17450.43358
20288,-1488,1872,20428.44762
15840,-1712,3520,16316.46236
18000,-368,5088,18708.90611
12720,-320,3856,13295.47051
21088,464,7040,22236.92065
14656,1968,8112,16866.41349
14496,5984,3424,16051.97957
14688,-960,4368,15353.77374
16272,1360,5248,17151.3582
19808,-1376,3888,20232.81453
14320,800,4368,14992.7257
15744,400,2736,15984.96894
14688,-1680,3888,15286.47402
19104,-2048,3824,19590.30617
13904,960,6368,15322.9971
20816,3216,5504,21770.22113
16256,3648,5152,17438.70821
15632,2800,6304,17086.2471
15808,2368,3504,16363.93302
15744,3280,4912,16815.45955
15696,3408,5024,16829.12523
15808,3456,5264,17016.06582
15632,3648,5280,16898.09835
